Document,ID,Topic,topic#0,topic#1,topic#2,topic#3,id,year,cited_by,document_type,title,doi
evaluate peertopeer electricity market across yous agentbased modeling approach diffusion distribute energy resource overcome challenge associate historical centralized electric power distribution decentralize generation residential solar photovoltaic cell create potential peertopeer p2p electricity trading household act consumer prosumer buy sell renewable electricity p2p energy market emerge location across globe market performance affect various social economic environmental factor apply agentbased abm framework simulate electricity trade heterogeneous household decentralized market p2p system test location united states vary climate parameter local economic factor simulation compare assess difference climate demand pattern retail rate irradiance affect market performance simulation demonstrate market outcome rely ratio prosumer consumer environmental factor geographic condition battery energy storage overcome limitation associate faulty forecasting improve flexibility householdgenerated solar resource increase proportion production sell p2p market application agentbased modeling framework demonstrate p2p market expect perform various location apply assess alternative location market performance,29,2,0.0,0.052821787198435485,0.9471782128015644,0.0,https://openalex.org/W4319027837,2023.0,5,article,Evaluating Peer-to-Peer Electricity Markets across the U.S. Using an Agent-Based Modeling Approach,https://doi.org/10.21926/aeer.2301017
spatial agentbased modelling simulation evaluate public policy energy transition manuscript describe development spatial agentbased simulation effect public policy private houseowner decision concern heating system methodology utilize comprise empirical survey determine locationbased behaviour motivation homeowner addition spatial datum house implement renovation thermal refurbishment simulation addition system able simulation effect public policy action homeowner hence base decision system estimate carbon footprint house simulation period hence decision maker select good policy funding motivation reduce carbon footprint community,30,1,0.0,1.0,0.0,0.0,https://openalex.org/W4394932397,2024.0,1,article,Spatial Agent-Based Modelling and Simulation to Evaluate on Public Policies for Energy Transition,https://doi.org/10.52825/isec.v1i.1170
implementation green behavior educational building humanbased retrofit base agentbased modeling abm evaluate probability conduct green behaviour education humanbased retrofit involve role control air conditioning system influence environmentally friendly behavior engineering center six story build faculty engineer universitas indonesia choose case study due high number involve conduct daily activity relationship knowledge intention implementation possess individual group within specific area influence environmentally friendly behavior building employ questionnaire survey include item relate participant floor usage knowledge green behavior intention toward green behavior ability control educational building netlogo software one agentbased modeling abm utilize process datum gather questionnaire software program influence agent implement green behavior agent influence green behavior whole building random probability programming third floor high probability overall program big dimension floor plan create big number probability information obtain build influence individual decisionmaking process implement green behavior outcome contribute understanding green behavior promotion development enhance sustainable practice educational building study recommend explore influence room function,31,1,0.0,1.0,0.0,0.0,https://openalex.org/W4402746902,2024.0,3,article,Implementation of Green Behavior in Educational Building Through Human-based Retrofits Based on Agent-Based Modeling (ABM),https://doi.org/10.1088/1755-1315/1395/1/012023
agentbased modeling sustainable forestry activity review outline main aspect agentbased approach modeling forestry consider prism concept tool general scientific widely apply study various scientific key point inherent agent approach present time generalize systematize main agent forestry identify manage economic activity forestry industry main indicator identify reforestation forest reproduction fairly accurately predict review modern domestic experience practice forest resource management conduct prepared work may useful specialist involve modeling issue problem especially area forest economic ecology,32,1,0.0,1.0,0.0,0.0,https://openalex.org/W4390203930,2023.0,1,article,Agent-based Modeling of Sustainable Forestry Activities,https://doi.org/10.18254/s207751800028426-7
agentic sustainable development leverage large language modelenhance agentbased modeling complex policy strategy convergence agentbased modeling abm large language llmdriven autonomous agent present transformative approach social simulation particularly address complexity united nations sustainable development goal sdgs abm enable exploration emergent behavior complex system limit static rulebased agent fail capture nuance human decisionmaking llmbase agent equip adaptive reasoning contextual awareness generative capability offer solution enhance realism diversity inclusivity simulation paper explore integrate technology advance policy experimentation enable simulation reflect diverse cultural context emergent social norm discuss technical ethical challenge llmbased system include reasoning limitation hallucination alignment constraint strategy governance balance innovation accountability paper base insight unu macau conference session title agent practice harness advocate interdisciplinary humanintheloop framework ensure responsible sustainable policymaking,33,1,0.0,1.0,0.0,0.0,https://openalex.org/W4413118977,2025.0,2,article,Agentic AI for Sustainable Development: Leveraging Large Language Model-Enhanced Agent-Based Modeling for Complex Policy Strategies,https://doi.org/10.1177/27523543251365678
identify influence land logistic driver cognitive energy impact supply chain performance agentbased simulation logistic transport link demand generator distributor producer supply chain network scn existence logistic transport critical ensure whole node economic sustainability study explore impact human factor scn performance cognitive energy expenditure cee track agentbased abm simulation analyze impact cee truck driver electroencephalography eeg datum obtain postsynaptic potential value transform calorific energy fleet agent retailer distributor build base east java indonesia logistic transport route around karanglo gempol bungurasih gubeng frequency peak value eeg data postsynaptic potential energy datum indicate information datum indicate challenging route high frequency high peak value abm simulation fleet agent balanced cee throughout entire route due precise rest period eat schedule average delivery success rate simulation time step hence good delivery task complete fleet agent balanced system consequence scn performance balanced due fluid inventory shift without overstock stockout rest eat period fleet agent schedule cee peak time lag rest period transport operation maintain overcome fleet agent task buildup task buildup potential decay transport safety inventory shift rate therefore upgrade scn performance possible proper fleet agent schedule,34,3,0.0,0.026845394954703,0.0,0.973154605045297,https://openalex.org/W4396659574,2024.0,1,article,Identifying the influence of land logistic driver cognitive energy impact on supply chain performance through agent-based simulation,https://doi.org/10.15587/1729-4061.2024.302286
framework hybrid system dynamic agent base cooperative game theory sustainable coffee supply chain global coffee supply chain complex network involve diverse stakeholder farmer trader exporter consumer unique incentive constraint study introduce conceptual framework integrate system dynamic agentbase modelling abm cooperative game theory cgt address challenge profit allocation coalition stability sustainability provide macrolevel insight global trend price fluctuation production dynamic abm individual decisionmaking process cgt complement facilitate fair payoff distribution stable coalition formation framework structure problem identification development mapping interaction mode selection offer comprehensive approach understand information decision flow illustrative scenario study demonstrate framework potential analysis tradeoff longterm impact supply chain stability practical implication could support policymaker industry leader design fair profitsharing mechanism promote stable cooperation among stakeholder enhance overall sustainability coffee agrifood supply chain thus framework highlight applicability conceptual tool support decisionmaking sustainability coffee supply chain beyond,35,3,0.0,0.03535569010195037,0.1039163813911192,0.8607279285069305,https://openalex.org/W4411123207,2025.0,1,article,A Framework of Hybrid System Dynamics and Agent Based Model With Cooperative Game Theory for Sustainable Coffee Supply Chain,https://doi.org/10.37385/jaets.v6i2.7007
agent base modeling sustainable urban farming incorporate renewable solar energy impact food security world environment continuously change due various factor include technological advancement climate change economic growth population increasesthese factor contribute great demand food energy water resourcespolicymaker need strategize plan accordingly determine preserve environment due rise temperature water sacristy increase demand food resource efficiently manage resource order meet sustainable goalspolicymaker task reduce carbon emission well increase resource utilization efficiently keep cost downan approach know foodenergywater nexus develop order promote sustainable development synergy resource nexusthe adoption nexus framework contribute great understanding resource connection thus allow evaluation tradeoff exist resource optimize framework inform decision aid achieve sustainability goal societal economic environmental achievedin paper apply study impact case study florida include number urban farmsthe urban farm develop objective contribute fresh food supply local communitythe inhabitant local community belong food desert inhabitant lowincome lowmobility access fresh food within ten mileseach urban farm belong communityscale microgrid provide electricity local community electricity generate solar energythe mgs objective meet environmental sustainability goal contribute carbon emission compare traditional energy coal crude oil natural gasin addition solar energy viable option due amount solar radiation floridain paper impact framework urban farm microgrid analysis societal economic environmental sustainability measure investigatedfor societal sustainability measurement impact framework food security local inhabitant studiedfor environmental sustainability impact carbon emission carbon emission avoid due solar energy analyzedfinally term economic sustainability cost solar energy infrastructure well possible cost profit due lack electricity production excess production estimatedthe paper employ agentbased modeling abm approach study interaction agent framework consumer urban farm microgrid allow gain great understanding synergy tradeoff occur nexus case study consider,36,0,0.23009307882495042,0.2423718297585164,0.23020005827930842,0.29733503313722465,https://openalex.org/W4376648348,2023.0,0,article,Agent Based Modeling for Sustainable Urban Farming Incorporating Renewable Solar Energy and Impact on Food Security,https://doi.org/10.46254/an12.20220695
agentbased modelling operation farm equip renewable energy electric motor presently agentbase modelling becoming increasingly widely various area study contain overview various type agentbased modelling application provide modelling solution farm provide renewable electric energy res electric motor final part study contain draw performance work discuss,37,-1,0.0,0.0,1.0,0.0,https://openalex.org/W4408200794,2025.0,0,article,Agent-Based Modelling in the Operation of a Farm Equipped with Renewable Energy Sources and Electric Motors,https://doi.org/10.32730/mswt.2024.68.6.4
city information optimal charging energyresilient renaissance internet energy ioe building electrification provide multidirectional power interaction emobility power grid smart lowcarbon transformation however lack cityscale information planning infrastructure like electric vehicle charge station lead insufficient renewable selfconsumption performance overestimation furthermore cityscale struggle achieve high accuracy materialenergyinformation nexus across thousand building vehicle infrastructure consider future interactive energy dynamic agentbased modeling abm platform develop optimal urban crosssector energy network planning incorporate climateadaptive resilience parameter uncertainty electric vehicle travel behavior charge preference etc apply nansha china abm platform demonstrate computational efficiency accuracy enhance urban renewable energy penetration reduce road traffic carbon emission decrease power outage hour simulation time study offer cityscale ioe optimal infrastructure planning climateadaptive energyresilient renascence,38,2,0.0,0.10782112976892791,0.7524333311263127,0.1397455391047593,https://openalex.org/W4406657001,2025.0,8,article,City information models for optimal EV charging and energy-resilient renaissance,https://doi.org/10.1016/j.ynexs.2025.100056
famecore open framework distributedagentbased modelling energy system paper introduce famecore java library support development execution agentbased simulation abmit main component open framework distribute agentbased energy systemsfamecore offer rapid development fast simulation execution capability reduce require programming skill effort create run complex abm,39,-1,0.0,0.0,1.0,0.0,https://openalex.org/W4366087575,2023.0,15,article,FAME-Core: An open Framework for distributedAgent-based Modelling of Energy systems,https://doi.org/10.21105/joss.05087
energy load prediction framework agentbased simulation artificial neural network lighting responsible total electricity consumption commercial building united states investigate lighting energy load provide potential energysaving commercial building nonetheless development lighting load prediction receive limited attention extant literature study framework predict lighting schedule load office building integrate agentbased artificial neural network small office building case study simulate lighting load base occupancy information agentbased artificial neural network develop predict simulate lighting energy load illustrate accuracy prediction could high developed manager engineer accurately predict lighting energy load office environment,40,1,0.0,0.9745573918635981,0.025442608136401854,0.0,https://openalex.org/W4383682000,2023.0,0,article,Lighting energy load prediction framework using agent-based simulation and artificial neural network models,https://doi.org/10.35490/ec3.2023.163
canadopt coupling agentbase energy system decarbonisation pathway analysis energy system esm inform transition fossil fuel renewable energy optimal system design influence shape magnitude electricity demand demand change decarbonisation effort across sector aim electrification however many esm oversimplify complexity demand change drive individual adoption decision agentbase abms allow incorporate behavioural theory capture complexity rely assumption factor like energy price emission affect adoption behaviour work introduce novel framework canadopt integrate abm esm alleviate assumption requirement capability novel framework demonstrate scenario analysis policy impact energy residential heating sector abm heat technology adoption residential electricity demand esm optimise capacity expansion yield electricity price embed emission abm cover execute sequentially eight time apply ontario canada progressive scenario achieve netzero residential sector power sector respectively total transition cost billion cad residential sector billion cad power sector cumulative heating relate emission increase fiveyear delay achieve netzero underscore urgency transition governmental carbon abatement cost residential sector range cadt well federal carbon tax cadt coupling increase residential heat pump adoption may reduce total transition cost billion cad power system increase demand may challenge meet additionally electric furnace widely adopt,41,2,0.0,0.0,0.9863844073264797,0.013615592673520322,https://openalex.org/W4408515953,2025.0,0,article,CanAdopt—coupling agent-based and energy systems models for decarbonisation pathway analysis,https://doi.org/10.1088/2753-3751/adc136
sustainability insight agentbased approach sustainable urban community development work examine potential agentbased modeling abm explore understand sustainability urban community study aim identify sustainable practice emerge localize decisionmaking social dynamic focus interaction household resident environment provide insight social economic environmental dimension sustainability within urban community simulate predefined scenario study phase establish conceptual framework methodology future effort enhance reliability empirical datum involve stakeholder refine relevance urban policy planning,42,1,0.0741061361801395,0.8523129346214858,0.0,0.07358092919837464,https://openalex.org/W4413425374,2025.0,0,article,Modeling Sustainability: Insights from an Agent-Based Approach to Sustainable Urban Community Development,https://doi.org/10.29327/2565368.3.1-3
simulate biomass chain agricultural bioeconomy transition agentbased biochain agentbased biochain aim modelling simulate biomass flow production processing plant support design sustainable territorial bioeconomic system wohlfahrt start concept formalism exist uputuc soulié biomass represent pool define volume type transit multiple production processing consumption unit addition type faba bean corn silage pig slurry etc biomass pool characterise age physical characteristic dry matter nitrogen content phosphorus content etc may vary daily basis due phenomenon degradation within storage unit biochain design represent five layer phenomenon regard prospect biomass pool territory well biomass produce consume biomass pool rate storage maximum capacity storage condition offer unit territory physical characteristic biomass pool change time store time retrieve transportation biomass pool move one unit another change unit assure depend characteristic freight company fleet processing biomass biomass pool need process biomass processing plant territory performance much greenhouse gas emit composting degradation storage give quantity biomass much bioproduct biogas biomaterial produce different processing plant transportation traffic increase due development bioeconomy biochain allow integrate multiple coarse finegraine bioprocess bio process currently implement anaerobic digestion sysmetha household compost industrial composting platform bioplastic production plant underway general manner biochain design framework new bioprocesse easily describe communicate generic interface biochain module provide build block allow simulate multiple scenario biomass chain organisation like linear cascade circular one thus make possible assess respective environmental economic performance power gama platform biochain module design pluggable maelia platform misslin simulate interaction agricultural hydrological biomass pool dynamic biochain capable interact maelia agent well function standalone coupling possibility add ability test bioeconomy scenario maelias integrated assessment modelling approach example feasibility specific transformation unit layout territory scale logistic around upcycling give organic waste product,43,3,0.0,0.0,0.015480627644967798,0.9845193723550323,https://openalex.org/W4416255323,2025.0,0,article,"Simulating biomass chains for agricultural and bioeconomy transitions: The agent-based model, BioChains",
agent base modeling electronic market analyze sustainability mutual cooperation common condition manage general practitioner key answer nocturnal enuresis nocturnal selfawakening recently emphasis give area great promise behavioural modification conjunction enuretic alarm teach skill high cure rate low relapse rate enuretic alarm time age onwards drug indicate need short term dryness child away home,44,1,0.0,0.0,0.0,0.0,https://openalex.org/W10067045,2023.0,0,article,Agent Based Modeling of Electronic Markets To Analyze the Sustainability of Mutual Cooperation,https://doi.org/10.7275/299855
agentbased simulation integrate process energy supply chain case study biofuel production despite potential benefit decisionlevel integration process energy supply chain system traditionally assess optimise incorporate simplify unit operation within spatially distribute network desire organisationallevel integration achieve without leverage complex computational tool concept work multiscale agentbased facilitate transition traditional practice coordinate multiagent system framework incorporate different enterprise dimension process energy include raw supplier rigorous processing plant consumer behaviour agent type interaction implement impact overall system investigate approach allow simultaneous assessment optimisation process decision integrate decision level operation devised framework beyond exist study impact low decision level neglect biofuel example comprise farmer biorefinerie enduser present demonstrate application multiagent system involved actor seek increase payoff give interdependency intraorganisational variable underlie dynamic network aggregated payoff supply network optimise different scenario fraction capacity allocate biofuel production consumption obtain indicate integrate decisionmaking significantly influence performance expound realistic view multiscale coordination scheme process energy,45,3,0.0,0.06150865084565873,0.0,0.9384913491543412,https://openalex.org/W4411815528,2025.0,0,article,Agent-Based Simulation of Integrated Process and Energy Supply Chains: A Case Study on Biofuel Production,https://doi.org/10.69997/sct.101731
agentbased sustainable agricultural development upper mekong delta vietnam upper mekong river delta vietnam upper vmd agricultural region prone flood upstream mekong riverin addition market driver agricultural system drive change hydrological regime due flood dynamic dyke constructionover time wide network manmade canal dyke build prevent flooding allow farmer cultivate three shortterm highyielde variety rice crop per year dominant crop regionhowever full dyke system intensive rice cultivation make upper vmd lose flood retention capacitythe excessive chemical input magnify soil degradation water pollution rice farmer income remain low due low price increase production costsunder change socioeconomic biophysical condition vietnam government scholar advocate remove third crop rice diversify low dykebase agricultural systemsthis involve switch back floodbase crop float rice lotus fishery etc make flood retention regulation ability gov 2020this raise question whether pathway possible give exist full dyke system flood uncertainty impact climate change upstream development factor manipulate drive sustainable floodadaptive pathway,46,0,0.5001867493761407,0.0,0.4998132506238593,0.0,https://openalex.org/W4385662853,2023.0,0,article,An agent-based model for sustainable agricultural development in the Upper Mekong Delta of Vietnam,https://doi.org/10.36334/modsim.2023.le570
green urban scenario framework digital twin representation simulation urban forest impact analysis tree critical part urban infrastructure city worldwide pledge afforestation objective due netzero target however realisation require comprehensive framework combine policy practice paper present green urban scenario gus framework design monitor green infrastructure gus consider weather maintenance tree specie disease spatial distribution tree forecast impact framework agentbase modelling abm simulation paradigm integrate green infrastructure city ecological spatial economic social context abm enable creation digital twin urban ecosystem level granularity include individual tree accurately predict future trajectory digital representation tree create combination dataset earth observation space street view image field survey qualitative description typology within exist future project machine learning statistical calibrate biomass growth pattern carbon release scheme paper examine various green area typology simulate several hypothetical scenario base glasgow urban forest exhibit emergence heterogeneity feature forest due interaction among tree growth trajectory tree nonlinear transition phase toward stable growth maturity reduce maintenance deteriorate health tree lead low survival rate increase emission stormwater alleviation capacity may differ among specie paper demonstrate gus facilitate policy maintenance urban forest environmental social economic benefit,47,0,0.0,0.0,0.0,0.0,https://openalex.org/W4390048379,2023.0,4,article,Green Urban Scenarios: A Framework for Digital Twin Representation and Simulation for Urban Forests and Their Impact Analysis,https://doi.org/10.48044/jauf.2023.029
green choice rural setting analyze community adoption ecofriendly shopping alternative agentbased modeling address high emission private car rural area largely due limited infrastructure public transport option need innovative locally accessible service support sustainable practice understand drive rural community adopt alternative essential effective intervention study demonstrate development toolkit employ multiagent analyze rural community react local ecofriendly shopping alternative container store compare common grocery store integrate diffusion innovation theory theory planned behavior spatially socially explicit agentbased abm simulate individual collective decisionmaking process regard new shopping illustrate theoretical foundation operationalize within experiment explore effect store attribute location initial adopter group community adoption rate across scenario reveal variation adoption rate illustrate apply toolkit effectively capture influence store attribute location accessibility community network structure sustainable consumer behavior,48,1,0.0,1.0,0.0,0.0,https://openalex.org/W4415172581,2025.0,0,article,Green choices in rural settings: analyzing community adoption of eco-friendly shopping alternatives through agent-based modeling,https://doi.org/10.3389/frsps.2025.1536958
dynamical system analyze low carbon transition energyeconomic system study develop dynamic system exhibit one stable solution sink analyze impact various factor lowcarbon transition include policy implication energy consumption energy capacity aim provide policy recommendation base simulation reproduce five representative scenario distribute energy system compare simulation obtain set agentbased analysis effective way achieve lowcarbon transition combine approach limit highcarbon energy certain market rule reduce energy consumption far obtain different path lowcarbon transition base phase diagram harm economy developed country feasible approach directly increase market regulation ratio country region middlelevel technical energy condition relatively high energy consumption eastern european country reduce energy consumption implement lowcarbon energy incentive policy good strategy finally country region low technical energy condition african country main task improve energy capacity increase possibility lowcarbon transition,49,2,0.0,0.035080222344877336,0.9649197776551227,0.0,https://openalex.org/W4382237148,2023.0,2,article,A dynamical system model to analyze the low carbon transition in energy-economic system,https://doi.org/10.1016/j.ject.2023.04.001
optimize load frequency control isolated island city microgrid deep graph reinforcement learning approach data enhancement across extensive scenario study present dataenhanced optimum load frequency control deolfc strategy microgrid target optimal balance generation cost frequency stability amidst high renewable energy integration replace traditional control agentbased system reinforcement learn deolfc employ optimal balance generation cost frequency stability amidst high renewable energy integration replace traditional control agentbased system reinforcement learn deolfc employ soft graph actor critic sgac algorithm integrate deep reinforcement learn graph sequence neural network effective frequency management prove effective china southern grid island microgrid deolfc offer sophisticated solution challenge pose island microgrid prove effective china southern grid island microgrid deolfc offer sophisticated solution challenge pose variability modern power grid,50,2,0.0,0.0,1.0,0.0,https://openalex.org/W4407652692,2025.0,4,article,Optimizing load frequency control in isolated island city microgrids: a deep graph reinforcement learning approach with data enhancement across extensive scenarios,https://doi.org/10.3389/fenrg.2024.1384995
compare control intervention scenario raccoon rabies southern ontario large outbreak raccoon rabies canada first report hamilton ontario follow probable translocation event united states spatiallyexplicit agentbased evaluate effectiveness provincial control program urbancentric outbreak control intervention never calibration test suggest seroprevalence protective rabies antibody time high infer seroprevalence program assessment require simulation replicate observe raccoon rabies case simulation control intervention adjust seroprevalence probability rabies elimination due control intervention respectively however control never probability initial rabies case fail establish sustained outbreak simulation rabies successfully eliminate control intervention new infection compare apply control new infection compare control intervention however likely underestimate rabies elimination rate since adjust adaptive control strategy response change rabies distribution case number well extend control intervention past agentbased offer costeffective strategy evaluate approach rabies control application,51,0,0.0,1.0,0.0,0.0,https://openalex.org/W4320729124,2023.0,8,article,Comparing Control Intervention Scenarios for Raccoon Rabies in Southern Ontario between 2015 and 2025,https://doi.org/10.3390/v15020528
explore artificial intelligence agentbased modeling application bibliometric study provide comprehensive analysis dynamic interplay agentbased modeling abm artificial intelligence meticulous bibliometric study study reveal substantial increase scholarly interest particularly post2006 peak indicate contemporary surge synergy abm temporal trend fluctuation prompt question influence factor potentially link technological advancement shift focus sustained increase per document per year underscore field impact peak suggest cumulative influence year spectroscopy rpys reveal historical pattern recent decline prompt exploration shift focus lotka law reflect contribution support pareto analysis journal diversity signal extensive exploration application abm identify impactful journal cluster per bradford law provide insight researcher global scientific production dominance regional collaboration map emphasize worldwide landscape despite acknowledge limitation lag interdisciplinary challenge study offer global perspective implication future resource evolve abm landscape,52,1,0.0,1.0,0.0,0.0,https://openalex.org/W4390539445,2024.0,27,article,Exploring the Use of Artificial Intelligence in Agent-Based Modeling Applications: A Bibliometric Study,https://doi.org/10.3390/a17010021
intelligent abmbased framework develop pandemicresilient urban space postcovid smart city august covid19 pandemic account six million death globally urban population severely affect viral pandemic ensue lockdown increase poverty inequality slow economic growth general decline quality life paper framework evaluate effect pandemic combine agentbase simulationsbase susceptibleinfectiousrecovered sir modelwith hybrid neural network baseline agentbased abm incorporate various epidemiological parameter viral pandemic develop follow additional functional layer integrate factor like agent mobility restriction isolation infer low population density agent high restriction agent mobility could inhibit rapid spread pandemic framework envisage hybrid neural network combine layer convolutional neural network cnn longshortterm memory lstm architecture predict spatiotemporal probability infection spread realworld pandemic datum future pandemic framework could aid designer regulator urban planner policymaker develop resilient healthy sustainable urban space postcovid smart city,53,0,0.0,0.0,0.0,0.0,https://openalex.org/W4318570551,2023.0,8,article,An Intelligent ABM-based Framework for Developing Pandemic-Resilient Urban Spaces in Post-COVID Smart Cities,https://doi.org/10.1016/j.procs.2023.01.205
decentralized energy system circular economy business sustainable energy transition address current rise northern environmental concern remarkable increase energy demand aim investigate feasibility implement decentralized energy system circular economy approach successful sustainable energy transformation general goal aim compare different business agentbase decentralize energy production accord circular economy principle efficiency waste reduction secure supply chain adopt quantitative treatment energy datum pertain decentralized system european asian country qualitative finding generate industry case study study business include energy service community power play important role energy saving operational efficiency application analyze lead decrease energy loss range major contribution study provide integrative framework emphasise possibility decentralised scenario reveal contribute circular economy aim resource circulation low carbon base finding study insight draw speaker policymaker business strategist environmental organization detail coherent explanation sustainable energy well come practical adopt largescale manner approach within quantitative practical methodology provide valuable insight inform analysis decentralised energy contribute agenda towards sustainability,54,2,0.0,0.0,0.96818992582184,0.03181007417815992,https://openalex.org/W4404704944,2024.0,3,article,Decentralized Energy Systems and the Circular Economy: Business Models for Sustainable Energy Transitions,https://doi.org/10.62127/aijmr.2024.v02i06.1115
tax incentive sustainable development territory one key task modern development russian region change negative socioeconomic trend ensure transition sustainable development trajectory include tax instrument purpose work study possibility synthesis systemdynamic agentbased modeling justify policy tax incentive sustainable development territory essence procedure comparative analysis modeling context problem tax incentive sustainable development region scientific novelty obtain lie substantiation scientific methodological approach study subject area base synthesis systemdynamic agentbased provide study aspect sustainable development region take account feedback system dynamic behavior enterprise operate individually respond tax incentive agentbased tool synthetic approach make possible well consider specific sustainable development territory due systemwide behavioral factor,55,0,1.0,0.0,0.0,0.0,https://openalex.org/W4396697924,2023.0,3,article,Modeling Tax Incentives for Sustainable Development of Territories,https://doi.org/10.17150/2500-2759.2023.33
emotion courtship help bond pair cooperate emotional agent vulnerable deceit coordinate pair bond common bird occur many taxon animal solve social dilemma face coordinate partner develop evolutionary explore question base observation neuroendocrine feedback provide emotional bookkeeping think play key role vertebrate social bond bond develop maintain via courtship interaction include lowstake social dilemma agentbased simulation find emotional bookkeeping courtship sustain cooperation iterate prisoner dilemma noisy environment especially combine however deceitful defection possible low cost courtship often increase cooperation whereas emotional bookkeeping decrease,56,1,0.0,1.0,0.0,0.0,https://openalex.org/W4388562692,2023.0,7,article,"Emotions and courtship help bonded pairs cooperate, but emotional agents are vulnerable to deceit",https://doi.org/10.1073/pnas.2308911120
impact consolidate ondemand food delivery sustainability simulation study ondemand food delivery service transform food industry offer customer convenient way order favorite food restaurant deliver doorstep however increase number delivery vehicle lead high cost traffic congestion carbon emission tackle negative impact consolidate delivery process combine multiple order different restaurant various customer suggest study evaluate sustainability impact direct versus consolidated order ondemand food delivery sector achieve objective agentbased simulation base real delivery datum yogyakarta indonesia simulation indicate due constraint time window rout complexity small portion order consolidate consolidation feasible benefit business environment reduce cost customer increase driver productivity reduce carbon emission downside may long customer wait time finding provide valuable insight business policymaker seek promote sustainable practice ondemand food delivery sector,57,3,0.0,0.0,0.03103189548273511,0.9689681045172648,https://openalex.org/W4388428546,2023.0,3,article,The Impact of Consolidating On-Demand Food Delivery on Sustainability: A Simulation Study,https://doi.org/10.2478/logi-2023-0026
